Smiles,IC50_nM
Cc1ccc(nc1)-n1nc(cc1NC(=O)c1cnn2cccnc12)N1CCN(CCOCCOCCOCCOc2ccc3C(=O)N(C4CCC(=O)NC4=O)C(=O)c3c2)CC1,650.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCN2CCN(Cc3ccc4n(C5CC[C@H](CO)CC5)c(NC(=O)c5cccc(c5)C(F)(F)F)nc4c3)CC2)C(C)(C)C)cc1,650.0
CC(C)Nc1cc(ncc1-c1nnc(s1)[C@H]1CC[C@@H](CC1)NC(=O)N1CCOCC1)-c1ccc2cc(cnn12)C#N,650.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCN2CCN(Cc3ccc4n(C5CC[C@H](CO)CC5)c(NC(=O)c5cccc(c5)C(F)(F)F)nc4c3)CC2)C(C)(C)C)cc1,650.0
C[C@@H](Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@H]2NC(=O)C(C)(C)O)-c1ccc2cc(cnn12)C#N)C#N,650.0
OCC1CCN(C1)c1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,650.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(CC3)C3CCCC3)cc2c1,652.0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)-c3cn(C)nc3C)ccc2n1,652.0
Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCC(F)(F)C[C@@H]4N)nn23)c(n1)C(F)(F)F,655.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1nnc(o1)N1CCOCC1)-c1ccc2cc(cnn12)C#N,656.0
CC(C)Oc1cc2c(OC[C@@H]3CCN(C3)C(=O)CC#N)ccnc2cc1C(N)=O,656.0
O=C(Nc1ccccc1C#N)c1cnn2ccc(nc12)N1CCNCC1,660.0
CC(C)Nc1cc(ncc1-c1nnc(s1)[C@@H]1CC[C@H](CO1)NC(C)=O)-c1ccc2cc(cnn12)C#N,660.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CCC[C@H](C1)[C@H]2NC(C)=O)-c1ccc2cc(cnn12)C#N,660.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CCC(CC1)C#N)-c1ccc2cc(cnn12)C#N,660.0
CC(C)Nc1cc(ncc1-c1nnc(s1)[C@H]1C[C@@H](C1)NC1COC1)-c1ccc2cc(cnn12)C#N,660.0
CC1(O)CCN(CC1)c1nnc(s1)-c1cnc(cc1NC1COC1)-c1ccc2cc(cnn12)C#N,660.0
CC(C)(C)C(=O)N1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,661.0
O[C@H]1CCCC[C@H]1Nc1ncc2ccc(C(=O)Nc3ccccc3C#N)n2n1,661.0
COCC(=O)N1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(C)cc2n1,662.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(CC(=O)C4CC4)CC3)cc2c1,662.0
Cc1ncc(o1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)cc2c1,667.0
Cn1cc(NC(=O)c2ccc3cnc(N[C@H]4CC(F)(F)CC[C@H]4N)nn23)c(n1)C(F)F,668.0
CC(C)Nc1cc(ncc1-c1nnc(s1)C(=O)N1CC[C@@H](C1)NC(=O)C1CC1)-c1ccc2cc(cnn12)C#N,670.0
OCCNCCNc1nc([nH]c(=O)c1-c1ccc2ccccc2n1)N1CCOCC1,670.0
C[C@@]1(O)CC[C@@H](CC1)c1nnc(s1)-c1cnc(cc1NC1COC1)-c1ccc2cc(cnn12)C#N,670.0
CC(C)(C)OC(=O)N1CCC(CC1)n1cc(NC(=O)c2cnn3cccnc23)c(n1)C(N)=O,670.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CC(O)(C1)C(F)(F)F)-c1ccc2cc(cnn12)C#N,670.0
COc1cc2c(OC[C@@H]3C[C@](F)(CF)C(=O)N3)nccc2cc1C(N)=O,671.0
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(o1)-c1ccc(F)c(c1)S(=O)(=O)NC(C)(C)C,675.95
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2COC[C@H](C1)C2NC(C)=O)-c1ccc2cc(cnn12)C#N,680.0
Brc1cscc1NC(=O)c1ccc2cnc(nn12)N1CC2CCC1CN2,680.0
N#Cc1cnn2c(ccc2c1)-c1cc(NC2CCOCC2)c(cn1)-c1nnc(s1)N1CC2CCC(C1)O2,680.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CC2CC(C1)N2C(=O)C(C)(C)O)-c1ccc2cc(cnn12)C#N,680.0
CC(C)Nc1cc(ncc1-c1nnc(s1)C(=O)N[C@H]1C[C@](C)(O)C1)-c1ccc2cc(cnn12)C#N,680.0
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CCN(CC3CC3)CC2)c(n1)C(F)(F)F,681.0
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CNCC(F)(F)C4)nc23)c(n1)C(F)(F)F,685.0
OC[C@H]1C[C@@H](Nc2nc(NC3CCNCC3)ncc2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,687.0
OC(=O)C(F)(F)F.Clc1sccc1NC(=O)c1csc2ncc(nc12)N1C[C@@H]2CC[C@H]1CN2,689.0
CC(C)Nc1cc(ncc1-c1nnc(s1)[C@H]1C[C@@](C)(O)C1)-c1ccc2cc(cnn12)C#N,690.0
C[C@]1(O)CCN(C[C@@H]1F)c1nnc(s1)-c1cnc(cc1NC1COC1)-c1ccc2cc(cnn12)C#N,690.0
CC(C)Nc1cc(ncc1-c1nnc(s1)C12CCC(CC1)(C2)NC(C)=O)-c1ccc2cc(cnn12)C#N,690.0
CN(C)S(=O)(=O)c1cccc(NC(=O)Cn2cc3cc(NC(=O)c4cccc(n4)C(F)(F)F)ccc3n2)c1,690.0
COc1cc2nn(cc2cc1NC(=O)c1nc(no1)-c1ccncc1)C1CCOCC1,691.0
CC(C)Oc1c(F)c2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,695.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CC4(C3)CCOCC4)cc2c1,695.0
OC(=O)C(F)(F)F.Brc1sccc1NC(=O)c1ccc2ccc(nn12)N1C[C@@H]2CC[C@H]1CN2,697.0
CC(C)(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,697.0
CN(C)[C@H]1CC[C@@H](CC1)Nc1ncnc2ccc(cc12)C(=C(/C)O)\C(=N)c1ccccc1,698.0
NC(=O)c1n[nH]cc1NC(=O)c1cnn2cccnc12,700.0
CC(C)(C)OC(=O)NC12CCC(CC1)(CC2)c1nnc(s1)-c1cnc(cc1NC1CCOCC1)-c1ccc2cc(cnn12)C#N,700.0
CC(C)Nc1cc(ncc1-c1nnc(s1)C(=O)N[C@@H]1C[C@H](O)C1)-c1ccc2cc(cnn12)C#N,700.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@H]2NC(=O)C1(C)CCOCC1)-c1ccc2cc(cnn12)C#N,700.0
CC(C)Oc1cc2c(OC[C@H]3CCNC3)ccnc2cc1C(N)=O,701.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCC[C@H](CN4CCCC4)C3)cc2c1,707.0
Cc1cc2nn(CC(=O)N3CCC(CC3)N3CCCC3)cc2cc1NC(=O)c1cccc(Br)n1,709.0
NC(=O)c1cnccc1NC(=O)c1cnn2cccnc12,710.0
COc1cc(Nc2ncc(c(N[C@@H]3C[C@@H]([C@@H](O)[C@H]3O)C(C)(C)O)[nH+]2)-c2ccc3cccc(C)c3n2)ccn1,712.0
FC(F)Oc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,717.0
COC(=O)N[C@H]1CCN(C1)C(=O)c1nnc(s1)-c1cnc(cc1NC(C)C)-c1ccc2cc(cnn12)C#N,720.0
CC(C)Nc1cc(ncc1-c1nnc(s1)C12CC(C1)(CC2)NC(C)=O)-c1ccc2cc(cnn12)C#N,720.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCC(CC3)NC(=O)C3CC3)cc2c1,722.0
FC(F)(F)c1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CCOCC3)nc2cc1OCCN1CCCCC1,722.0
CCO[C@H]1CC[C@@H](CC1)C#Cc1cnc(OC[C@@H]2CC(F)(F)C(=O)N2)c2cc(OC(C)C)c(cc12)C(N)=O,729.0
CN1CCC(CNC(=O)c2nn(C)cc2NC(=O)c2cccc(n2)-c2ccnc(NCC3CC3)c2)C1,729.0
COC(=O)N[C@H]1CC[C@@H](CC1)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@H]2NC(C)=O)-c1ccc2cc(cnn12)C#N,730.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C2CC1CN(C2)C(C)=O)-c1ccc2cc(cnn12)C#N,730.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CCC(=O)N3CCN(CC3)C(=O)c3ccccc3)cc2c1,731.0
FC(F)(F)CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,732.0
CN(C)[C@H]1CC[C@@H](CC1)Nc1ncnc2ccc(OCCCC#N)cc12,734.0
CC(C)Oc1cc2c(OCC3CCOCC3)nccc2cc1C(N)=O,735.0
OC[C@H]1C[C@@H](Nc2nc(NC3CNC3)ncc2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,736.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCC(Cc4noc(n4)C4CC4)CC3)cc2c1,736.0
CN1CCC=C(C1)c1cccc(n1)C(=O)Nc1cn(C)nc1C(N)=O,739.0
CC(C)Nc1cc(ncc1-c1nnc(s1)C(=O)N1CCC[C@@H]1CN)-c1ccc2cc(cnn12)C#N,740.0
CC(C)(O)C1CC1c1nnc(s1)-c1cnc(cc1NC1COC1)-c1ccc2cc(cnn12)C#N,740.0
CC(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)ncc(-c3nccc(C)n3)c2cc1C(N)=O,740.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1N[C@H]1CC[C@H](CC1)OC(=O)NC1CC1)-c1ccc2cc(cnn12)C#N,741.0
CC(C)(O)[C@H]1CC[C@@H](CC1)NC(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(Cl)cc2n1,742.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1ccc2NNNc2c1)-c1ccc2cc(cnn12)C#N,743.0
Cc1nc(CC2CCN(CC2)C(=O)Cn2cc3cc(NC(=O)c4cccc(n4)C(F)(F)F)ccc3n2)no1,746.0
CC(C)Oc1cc2c(OC[C@]34CCC[C@H]3CNC4)nccc2cc1C(N)=O,747.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(Cc4ccco4)CC3)cc2c1,748.0
FC(F)c1nn(cc1NC(=O)c1coc(n1)-c1ccnc(NCC2CC2)c1)C1CC[C@H](CNCCOCCOCCCc2ccc3n(C4CCC(=O)NC4=O)c4ncccc4c3c2)CC1,750.0
CN(CCCOCCCc1ccc2n(C3CCC(=O)NC3=O)c3ncccc3c2c1)C[C@H]1CC[C@@H](CC1)n1cc(NC(=O)c2coc(n2)-c2ccnc(NCC3CC3)c2)c(n1)C(F)F,750.0
CN(C[C@H]1CC[C@@H](CC1)n1cc(NC(=O)c2coc(n2)-c2ccnc(NCC3CC3)c2)c(n1)C(C)(C)O)C[C@@H]1CN(CCCc2ccc3n(C4CCC(=O)NC4=O)c(=O)n(C)c3c2)CCO1,750.0
CN(CCCOCCCc1cccc2n(C3CCC(=O)NC3=O)c(=O)n(C)c12)C(=O)[C@H]1CC[C@@H](CC1)n1cc(NC(=O)c2coc(n2)-c2ccnc(NCC(F)(F)F)c2)c(n1)C(N)=O,750.0
NC(=O)c1nn(cc1NC(=O)c1coc(n1)-c1ccnc(NCC(F)(F)F)c1)[C@H]1CC[C@H](CNCCCOCCCc2cccc3n(C4CCC(=O)NC4=O)c(=O)oc23)CC1,750.0
CC(C)Oc1cc2c(OCC3CCOC3)ccnc2cc1C(N)=O,752.0
OC(=O)C(F)(F)F.N[C@@H]1[C@@H](CCCC1(F)F)Nc1ccc2ccc(C(=O)Nc3cscc3C(F)F)n2n1,753.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCC(CC3)C(=O)N3CCCC3)cc2c1,756.0
CNc1cc(ncc1-c1nnc(s1)N1C[C@@H]2C[C@H](C1)[C@H]2NC(C)=O)-c1ccc2cc(cnn12)C#N,760.0
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(cs1)C(=O)N1CCN(CC1)c1ccc(F)cc1F,763.9
OC(=O)C(F)(F)F.O=C(Nc1ccccc1C#N)c1ccc2ccc(nn12)N1CCNCC2(CC2)C1,766.0
NC1CCN(C1)c1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,766.0
OC(=O)C(F)(F)F.Brc1sccc1NC(=O)c1csc2ncc(nc12)N1C[C@H]2CC[C@@H]1CN2,767.0
N#Cc1ccc2ncnc(N[C@H]3CC[C@H](CC3)N3CCC3)c2c1,768.0
CC(C)Nc1cc(ncc1-c1nnc(s1)[C@H]1CC[C@@H](CC1)NC(=O)C(C)(C)O)-c1ccc2cc(cnn12)C#N,770.0
Cn1nccc1-c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)cc2c1,772.0
CC(C)NC(=O)CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,776.0
C[C@@H](O)C1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,779.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C2CC1CN(C2)C(=O)C(C)(C)O)-c1ccc2cc(cnn12)C#N,780.0
OC1CCN(CCNc2nc([nH]c(=O)c2-c2nc3ccccc3s2)N2CCOCC2)CC1,780.0
CC(C)Nc1cc(ncc1-c1nnc(s1)C1CC2CC1CC2NC(C)=O)-c1ccc2cc(cnn12)C#N,780.0
CC(C)Nc1cc(ncc1-c1nnc(s1)C(=O)N1CC[C@@H](CO)C1)-c1ccc2cc(cnn12)C#N,780.0
Cn1cc(NC(=O)c2cccc(n2)-c2ccnc(NC(=O)OC(C)(C)C)c2)c(n1)C(N)=O,785.0
C[C@H]1CN(C[C@@H](C)O1)c1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CCC(CC3)N3CCCC3)nc2cc1C,787.0
N[C@@H]1[C@@H](CCCC1(F)F)Nc1ccn2ncc(C(=O)Nc3ccccc3Cl)c2n1,788.0
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CCNCCC22CC2)c(n1)C(F)(F)F,789.0
CC(=O)NC12CCC(CC1)(OC2)c1nnc(s1)-c1cnc(cc1NC1COC1)-c1ccc2cc(cnn12)C#N,790.0
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(cs1)C(=O)NCC1CCCCC1,795.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)Nc3cnoc3)cc2c1,799.0
Clc1ccc(C2CCCCC2)c(NC(=O)c2cnn3cccnc23)c1,799.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@H]2NC(C)=O)-c1ccc2cc(cnn12)C#N,800.0
CC(=O)N1[C@H]2COC[C@@H]1CN(C2)c1nnc(s1)-c1cnc(cc1NC1CCOCC1)-c1ccc2cc(cnn12)C#N,800.0
CC(C)Nc1cc(ncc1-c1nnc(s1)[C@H]1CC[C@@H](C1)NC(C)=O)-c1ccc2cc(cnn12)C#N,800.0
CC(C)(O)C(=O)N[C@H]1CC[C@H](CC1)c1nnc(s1)-c1cnc(cc1NC1COC1)-c1ccc2cc(cnn12)C#N,800.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@H]2NC(=O)C1CCN(C)CC1)-c1ccc2cc(cnn12)C#N,800.0
CC(C)Nc1cc(ncc1-c1nnc(s1)C(=O)N1CCC[C@H]1CO)-c1ccc2cc(cnn12)C#N,810.0
CC(N1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1)c1ccccc1,810.0
Brc1cscc1NC(=O)c1csc2ncc(nc12)N1C[C@@H]2CC[C@H]1CN2,812.0
Fc1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)cc2c1,814.0
O=C(Cn1cc2cc(NC(=O)c3cccc(OCC4CC4)n3)ccc2n1)N1CCN(CC1)C(=O)c1ccccc1,817.0
Clc1sccc1NC(=O)c1ccc2cnc(nn12)N1C[C@H]2CC[C@@H]1CN2,819.0
COC(=O)NC[C@H]1C[C@@H](C1)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@H]2NC(C)=O)-c1ccc2cc(cnn12)C#N,820.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@H]2NC(=O)C(C)(C)C(O)=O)-c1ccc2cc(cnn12)C#N,820.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(C(=O)C3)c3ccccc3)cc2c1,821.0
OC(=O)C(F)(F)F.N[C@@H]1[C@@H](CCCC1(F)F)Nc1ccc2ccc(C(=O)Nc3ccccc3C#N)n2n1,825.0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)N3CCOCC3)c(F)cc2n1,827.0
CCn1ccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)cc2c1,830.0
CC(C)Nc1cc(ncc1-c1nnc(s1)[C@@H]1CC[C@H]1C(C)(C)O)-c1ccc2cc(cnn12)C#N,830.0
CNc1cc(ncc1-c1nnc(s1)N1CC[C@H](NC(C)=O)C(F)(F)C1)-c1ccc2cc(cnn12)C#N,830.0
O=C(N[C@H]1CC[C@H](CC1)c1nnc(s1)-c1cnc(cc1NC1COC1)-c1ccc2cc(cnn12)C#N)C1CC1,830.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C2CCC1COC2)-c1ccc2cc(cnn12)C#N,830.0
COc1cc(ccc1NC(=O)c1csc2cncnc12)C(=O)NCCCO,833.0
CC(C)Oc1cc2c(OC(C)C3CCC3)ccnc2cc1C(N)=O,834.0
CNC(=O)N[C@H]1CC[C@@H](CC1)c1nnc(s1)-c1cnc(cc1NC(C)C)-c1ccc2cc(cnn12)C#N,840.0
CC(C)(O)C(=O)N[C@H]1[C@H]2CC[C@@H]1CN(C2)c1nnc(s1)-c1cnc(cc1NC1(C)COC1)-c1ccc2cc(cnn12)C#N,840.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CCC[C@H]1CO)-c1ccc2cc(cnn12)C#N,840.0
O=C(Nc1ccccc1C#N)c1ccc2cnc(nn12)N1C[C@@H]2CC[C@H]1CN2,850.0
CC(=O)N1CCC2(CN(C2)c2nnc(s2)-c2cnc(cc2NC2CCOCC2)-c2ccc3cc(cnn23)C#N)CC1,850.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(CC3)c3ccccn3)cc2c1,850.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@H]2CC[C@@H]1[C@@H]2NC(C)=O)-c1ccc2cc(cnn12)C#N,850.0
CC(=O)NC1CCC2(CN(C2)c2nnc(s2)-c2cnc(cc2NC2COC2)-c2ccc3cc(cnn23)C#N)CC1,850.0
N[C@@H]1[C@@H](CCCC1(F)F)Nc1ncc2ccc(C(=O)Nc3ccccc3C#N)n2n1,860.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CCC(C)(O)CC1)-c1ccc2cc(cnn12)C#N,860.0
Clc1sccc1NC(=O)c1ccc2cnc(nn12)N1CCCNCC1,866.0
Cn1cc(NC(=O)c2ccc3cnc(nn23)N2C[C@H]3C[C@@H]2CNC3)c(n1)C#N,867.0
OCCn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(CO)cc2n1,867.0
CN(C)[C@@H]1CCCN(C1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,868.0
COc1cccc(Nc2nc(C)c(-c3nc4ccccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)c1,870.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CCN2CCOC[C@@H]2C1)-c1ccc2cc(cnn12)C#N,870.0
CC(C)Oc1cc2c(OC[C@@H]3NC(=O)[C@H](F)C33CC3)nccc2cc1C(N)=O,870.0
N#Cc1ccc2ncnc(N[C@H]3CC[C@@H](CC3)N3C4CCC3COC4)c2c1,872.0
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(NC(=O)OC(C)(C)C)c(C)o1,875.0
CNC(=O)CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,882.0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(Br)n3)ccc2n1,888.0
NC(=O)C1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,889.0
COC(=O)N[C@H]1CC[C@@H](CC1)c1nnc(s1)-c1cnc(cc1NC(C)C)-c1ccc2cc(cnn12)C#N,890.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1[C@H]2COC[C@@H]1C[C@H](C2)NC(C)=O)-c1ccc2cc(cnn12)C#N,890.0
CC(C)(O)[C@H]1C[C@@H](Nc2cc(NC3CCC3)ncc2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,890.0
CC(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(O)=O,890.0
CC(C)(O)C(=O)N[C@H]1[C@H]2CC[C@@H]1CN(C2)c1nnc(s1)-c1cnc(cc1NC1CCOCC1)-c1ccc2cc(cnn12)C#N,890.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C2CC1CN(C2)C(=O)CN=S(C)(C)=O)-c1ccc2cc(cnn12)C#N,890.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@@H]2NC(C)=O)-c1ccc2cc(cnn12)C#N,890.0
CC(C)(C)n1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nc23)c(n1)C(F)(F)F,890.0
OC[C@H]1CCCN(C1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,891.0
OC(=O)C(F)(F)F.O=C(Nc1ccccc1C#N)c1csc2ncc(nc12)N1CCNCC2(CC2)C1,899.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@H]2NC(=O)C1(C)COC1)-c1ccc2cc(cnn12)C#N,900.0
CCc1noc(n1)C1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,905.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@]2(C)O)-c1ccc2cc(cnn12)C#N,910.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CCC(C[C@@H]1C)NC(C)=O)-c1ccc2cc(cnn12)C#N,910.0
CC(C)Nc1cc(ncc1-c1nnc(s1)[C@@H]1CC[C@@H](CC1)NC(=O)C(C)(C)O)-c1ccc2cc(cnn12)C#N,910.0
CC(C)Oc1cc2c(OCC3CCNCC3)ccnc2cc1C(N)=O,913.0
OCCOCCN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,917.0
CC(C)Nc1cc(ncc1-c1nnc(s1)[C@H]1CC[C@@H](CC1)NC(C)=O)-c1ccc2cnc(N[C@@H]3CCCC[C@@H]3N)nn12,920.0
CC(C)Nc1cc(ncc1-c1nnc(s1)C(=O)N1CC[C@H](CO)C1)-c1ccc2cc(cnn12)C#N,920.0
N[C@@H]1[C@@H](CCCC1(F)F)Nc1ccn2ncc(C(=O)Nc3cn(CC(F)(F)F)nc3C(F)(F)F)c2n1,927.0
Oc1ncc(cc1-c1ccc2ncnc(N[C@H]3CC[C@@H](CC3)N3CCOCC3)c2c1)C(F)(F)F,928.0
CCc1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(C)CC3)cc2c1,929.0
CC(=O)N[C@H]1CC[C@@H](CC1)c1nnc(s1)-c1cnc(cc1N[C@@H]1CC[C@H](O)CC1)-c1ccc2cc(cnn12)C#N,930.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C2CC1CN(C2)C(=O)N1CCN(C)CC1)-c1ccc2cc(cnn12)C#N,930.0
CC(C)Nc1cc(ncc1-c1nnc(s1)[C@H]1CC[C@H](C1)NC(C)=O)-c1ccc2cc(cnn12)C#N,930.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CC[C@H](NC(C)=O)C(F)(F)C1)-c1ccc2cc(cnn12)C#N,930.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1C[C@@H]2CC[C@H](C1)[C@H]2NC(=O)[C@H](C)O)-c1ccc2cc(cnn12)C#N,930.0
FC(F)(F)c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCC[C@H](CN4CCOCC4)C3)cc2c1,930.0
Cc1cc(Nc2ncc(c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)[nH+]2)-n2cccn2)cc(C)n1,932.0
CN1CCCC(C1)Nc1ncc(-c2nc3ccccc3s2)c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)n1,934.0
CCOC(=O)Cc1nnc(s1)-c1cnc(cc1NC(C)C)-c1ccc2cc(cnn12)C#N,940.0
COC(=O)NC[C@H]1C[C@@H](C1)Nc1cc(ncc1-c1nnc(s1)[C@H]1CC[C@@H](CC1)NC(=O)C1CC1)-c1ccc2cc(cnn12)C#N,940.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CC2CCC(C1)N2C(C)=O)-c1ccc2cc(cnn12)C#N,940.0
FC(F)c1ccccc1NC(=O)c1ccc2cnc(nn12)N1C[C@H]2CC[C@@H]1CN2,944.0
CC1CCN(CC1)c1nc(C)c(-c2nc3ccccc3s2)c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)n1,948.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CCS(=O)(=O)CC1)-c1ccc2cc(cnn12)C#N,950.0
CC(C)Nc1cc(ncc1-c1nnc(s1)N1CC[C@@](C)(O)[C@@H](F)C1)-c1ccc2cc(cnn12)C#N,950.0
Brc1ccccc1NC(=O)c1cnn2ccc(nc12)N1CC2CCC1CN2,955.0
CN1CCN(CC1)C(=O)C1(C)CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)ccc2n1,959.0
